"name","tenure","party","race","gender","politicalexperience","district","appointed","propvote","cmtchair","partyleader","chambermed","newscore","year","upper","outdegree","indegree","state","limits","squire","majority","republican","democrat","nonwhite","female","ideodistchamber","nwomen","nleg","npoc","nmaj","propwomen","proppoc","propmaj","propmin","majp","maj","maj_sd","st","h_chamber_sd","s_chamber_sd","introlimit","partybal","h_dem_sd_avg","s_dem_sd_avg","h_rep_sd_avg","s_rep_sd_avg","house","h_rep_sd","s_rep_sd","h_dem_sd","s_dem_sd","hou_dem_median","hou_rep_median","sen_dem_median","sen_rep_median","h_rep_med","s_rep_med","h_dem_med","s_dem_med","sessionid","lower","yearshort","partycolors","yearlong"
"Michael Hawker",10,"R","white","male",0,"28",0,0.706645057,0,0,0.532,0.723,12,"L",5,5,"AK",0,0.296,1,1,0,0,0,0.191,10,40,6,24,0.25,0.15,0.6,0.4,TRUE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0.214655728,0,0,0,-0.65,0.755,-0.69,0.681,0.755,0,0,0,"AKL12","L",12,"#D55E00",2012
"Bob Herron",4,"D","white","male",0,"38",0,1,0,0,0.532,0.317,12,"L",3,4,"AK",0,0.296,0,0,1,0,0,0.215,10,40,6,24,0.25,0.15,0.6,0.4,FALSE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0,0,0.38907896,0,-0.65,0.755,-0.69,0.681,0,0,-0.65,0,"AKL12","L",12,"#0072B2",2012
"Lindsey Holmes",6,"D","white","female",0,"19",0,0.720868993,0,0,0.532,-0.459,12,"L",8,8,"AK",0,0.296,0,0,1,0,1,0.3,10,40,6,24,0.25,0.15,0.6,0.4,FALSE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0,0,0.38907896,0,-0.65,0.755,-0.69,0.681,0,0,-0.65,0,"AKL12","L",12,"#0072B2",2012
"Kyle Johansen",6,"R","white","male",0,"1",0,0.67671989,0,0,0.532,0.876,12,"L",1,6,"AK",0,0.296,1,1,0,0,0,0.344,10,40,6,24,0.25,0.15,0.6,0.4,TRUE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0.214655728,0,0,0,-0.65,0.755,-0.69,0.681,0.755,0,0,0,"AKL12","L",12,"#D55E00",2012
"Craig Johnson",8,"R","white","male",0,"24",0,0.651877133,1,1,0.532,0.96,12,"L",8,10,"AK",0,0.296,1,1,0,0,0,0.428,10,40,6,24,0.25,0.15,0.6,0.4,TRUE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0.214655728,0,0,0,-0.65,0.755,-0.69,0.681,0.755,0,0,0,"AKL12","L",12,"#D55E00",2012
"Reginald Joule",16,"D","native","male",0,"40",0,1,0,0,0.532,-0.292,12,"L",2,2,"AK",0,0.296,0,0,1,1,0,0.824,10,40,6,24,0.25,0.15,0.6,0.4,FALSE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0,0,0.38907896,0,-0.65,0.755,-0.69,0.681,0,0,-0.65,0,"AKL12","L",12,"#0072B2",2012
"Scott Kawasaki",6,"D","asian","male",1,"1",0,0.539560895,0,0,0.532,-0.563,12,"L",13,10,"AK",0,0.296,0,0,1,1,0,1.095,10,40,6,24,0.25,0.15,0.6,0.4,FALSE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0,0,0.38907896,0,-0.65,0.755,-0.69,0.681,0,0,-0.65,0,"AKL12","L",12,"#0072B2",2012
"Wes Keller",6,"R","white","male",0,"10",0,1,1,0,0.532,0.844,12,"L",5,4,"AK",0,0.296,1,1,0,0,0,0.312,10,40,6,24,0.25,0.15,0.6,0.4,TRUE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0.214655728,0,0,0,-0.65,0.755,-0.69,0.681,0.755,0,0,0,"AKL12","L",12,"#D55E00",2012
"Beth Kerttula",14,"D","white","female",0,"32",0,1,0,1,0.532,-1.057,12,"L",11,14,"AK",0,0.296,0,0,1,0,1,1.589,10,40,6,24,0.25,0.15,0.6,0.4,FALSE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0,0,0.38907896,0,-0.65,0.755,-0.69,0.681,0,0,-0.65,0,"AKL12","L",12,"#0072B2",2012
"Robert Lynn",10,"R","white","male",1,"26",0,0.67929109,1,0,0.532,0.491,12,"L",16,10,"AK",0,0.296,1,1,0,0,0,0.041,10,40,6,24,0.25,0.15,0.6,0.4,TRUE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0.214655728,0,0,0,-0.65,0.755,-0.69,0.681,0.755,0,0,0,"AKL12","L",12,"#D55E00",2012
"Bob Miller",2,"D","white","male",0,"7",0,0.537628406,0,0,0.532,-0.805,12,"L",8,5,"AK",0,0.296,0,0,1,0,0,1.337,10,40,6,24,0.25,0.15,0.6,0.4,FALSE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0,0,0.38907896,0,-0.65,0.755,-0.69,0.681,0,0,-0.65,0,"AKL12","L",12,"#0072B2",2012
"Charisse Millett",4,"R","native","female",0,"25",0,0.589013804,0,0,0.532,0.849,12,"L",7,7,"AK",0,0.296,1,1,0,1,1,0.317,10,40,6,24,0.25,0.15,0.6,0.4,TRUE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0.214655728,0,0,0,-0.65,0.755,-0.69,0.681,0.755,0,0,0,"AKL12","L",12,"#D55E00",2012
"Cathy Munoz",4,"R","white","female",1,"34",0,1,1,0,0.532,0.29,12,"L",9,10,"AK",0,0.296,1,1,0,0,1,0.242,10,40,6,24,0.25,0.15,0.6,0.4,TRUE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0.214655728,0,0,0,-0.65,0.755,-0.69,0.681,0.755,0,0,0,"AKL12","L",12,"#D55E00",2012
"Mark Neuman",8,"R","white","male",0,"8",0,1,0,0,0.532,1.009,12,"L",2,5,"AK",0,0.296,1,1,0,0,0,0.477,10,40,6,24,0.25,0.15,0.6,0.4,TRUE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0.214655728,0,0,0,-0.65,0.755,-0.69,0.681,0.755,0,0,0,"AKL12","L",12,"#D55E00",2012
"Kurt Olson",8,"R","white","male",0,"30",0,0.766104294,1,0,0.532,0.84,12,"L",6,10,"AK",0,0.296,1,1,0,0,0,0.308,10,40,6,24,0.25,0.15,0.6,0.4,TRUE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0.214655728,0,0,0,-0.65,0.755,-0.69,0.681,0.755,0,0,0,"AKL12","L",12,"#D55E00",2012
"James Petersen",4,"D","white","male",0,"19",0,0.524898561,0,0,0.532,-0.639,12,"L",5,10,"AK",0,0.296,0,0,1,0,0,1.171,10,40,6,24,0.25,0.15,0.6,0.4,FALSE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0,0,0.38907896,0,-0.65,0.755,-0.69,0.681,0,0,-0.65,0,"AKL12","L",12,"#0072B2",2012
"Lance Pruitt",2,"R","white","male",0,"27",0,0.5423624,0,0,0.532,0.811,12,"L",9,8,"AK",0,0.296,1,1,0,0,0,0.279,10,40,6,24,0.25,0.15,0.6,0.4,TRUE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0.214655728,0,0,0,-0.65,0.755,-0.69,0.681,0.755,0,0,0,"AKL12","L",12,"#D55E00",2012
"Dan Saddler",2,"R","white","male",0,"13",0,0.733308186,0,0,0.532,0.844,12,"L",1,7,"AK",0,0.296,1,1,0,0,0,0.312,10,40,6,24,0.25,0.15,0.6,0.4,TRUE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0.214655728,0,0,0,-0.65,0.755,-0.69,0.681,0.755,0,0,0,"AKL12","L",12,"#D55E00",2012
"Paul Seaton",10,"R","native","male",0,"31",0,1,1,0,0.532,0.28,12,"L",4,4,"AK",0,0.296,1,1,0,1,0,0.252,10,40,6,24,0.25,0.15,0.6,0.4,TRUE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0.214655728,0,0,0,-0.65,0.755,-0.69,0.681,0.755,0,0,0,"AKL12","L",12,"#D55E00",2012
"Bill Stoltze",10,"R","white","male",0,"16",0,0.784067592,1,0,0.532,0.748,12,"L",1,9,"AK",0,0.296,1,1,0,0,0,0.216,10,40,6,24,0.25,0.15,0.6,0.4,TRUE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0.214655728,0,0,0,-0.65,0.755,-0.69,0.681,0.755,0,0,0,"AKL12","L",12,"#D55E00",2012
"William Thomas",8,"R","white","male",0,"5",0,0.623030961,1,0,0.532,0.549,12,"L",7,13,"AK",0,0.296,1,1,0,0,0,0.017,10,40,6,24,0.25,0.15,0.6,0.4,TRUE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0.214655728,0,0,0,-0.65,0.755,-0.69,0.681,0.755,0,0,0,"AKL12","L",12,"#D55E00",2012
"Steve Thompson",2,"R","white","male",1,"2",0,0.630709135,0,0,0.532,0.761,12,"L",15,8,"AK",0,0.296,1,1,0,0,0,0.229,10,40,6,24,0.25,0.15,0.6,0.4,TRUE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0.214655728,0,0,0,-0.65,0.755,-0.69,0.681,0.755,0,0,0,"AKL12","L",12,"#D55E00",2012
"Chris Tuck",4,"D","white","male",1,"23",0,0.552816153,0,0,0.532,-0.622,12,"L",7,9,"AK",0,0.296,0,0,1,0,0,1.154,10,40,6,24,0.25,0.15,0.6,0.4,FALSE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0,0,0.38907896,0,-0.65,0.755,-0.69,0.681,0,0,-0.65,0,"AKL12","L",12,"#0072B2",2012
"Tammie Wilson",3,"R","white","female",0,"3",1,0.773011364,0,0,0.532,1.16,12,"L",9,11,"AK",0,0.296,1,1,0,0,1,0.628,10,40,6,24,0.25,0.15,0.6,0.4,TRUE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0.214655728,0,0,0,-0.65,0.755,-0.69,0.681,0.755,0,0,0,"AKL12","L",12,"#D55E00",2012
"Peggy Wilson",12,"R","white","female",1,"33",0,0.648968043,1,1,0.532,0.581,12,"L",15,13,"AK",0,0.296,1,1,0,0,1,0.049,10,40,6,24,0.25,0.15,0.6,0.4,TRUE,"R",0.214655728,"ak",0.705384858,0.825706324,0,0.2,0.38907896,0.294996078,0.214655728,0.292689566,1,0.214655728,0,0,0,-0.65,0.755,-0.69,0.681,0.755,0,0,0,"AKL12","L",12,"#D55E00",2012
"Alan Austerman",20,"R","white","male",0,"35",0,0.967598593,1,0,0.516,0.56,14,"L",1,3,"AK",0,0.296,1,1,0,0,0,0.044,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Charles Chenault",14,"R","white","male",0,"29",0,0.95596526,0,1,0.516,0.872,14,"L",3,4,"AK",0,0.296,1,1,0,0,0,0.356,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Mia Costello",4,"R","white","female",0,"27",0,0.705801485,0,0,0.516,0.645,14,"L",10,11,"AK",0,0.296,1,1,0,0,1,0.129,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Harriet Drummond",2,"D","white","female",0,"18",0,0.564524084,0,0,0.516,-0.87,14,"L",4,7,"AK",0,0.296,0,0,1,0,1,1.386,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,FALSE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0,0,0.434933849,0,-0.5695,0.786,-0.953,0.805,0,0,-0.5695,0,"AKL14","L",14,"#0072B2",2014
"Bryce Edgmon",8,"D","native","male",1,"37",0,0.548798961,0,0,0.516,-0.021,14,"L",2,5,"AK",0,0.296,0,0,1,1,0,0.537,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,FALSE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0,0,0.434933849,0,-0.5695,0.786,-0.953,0.805,0,0,-0.5695,0,"AKL14","L",14,"#0072B2",2014
"Eric Feige",4,"R","white","male",0,"6",0,0.717711091,1,0,0.516,0.541,14,"L",4,6,"AK",0,0.296,1,1,0,0,0,0.025,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Neal Foster",5,"D","native","male",0,"39",1,0.960237389,0,0,0.516,0.029,14,"L",1,5,"AK",0,0.296,0,0,1,1,0,0.487,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,FALSE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0,0,0.434933849,0,-0.5695,0.786,-0.953,0.805,0,0,-0.5695,0,"AKL14","L",14,"#0072B2",2014
"Leslie Gara",12,"D","white","male",0,"20",0,0.721550439,0,0,0.516,-0.864,14,"L",17,13,"AK",0,0.296,0,0,1,0,0,1.38,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,FALSE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0,0,0.434933849,0,-0.5695,0.786,-0.953,0.805,0,0,-0.5695,0,"AKL14","L",14,"#0072B2",2014
"Lynn Gattis",2,"R","white","female",0,"7",0,0.726343101,1,0,0.516,0.973,14,"L",7,9,"AK",0,0.296,1,1,0,0,1,0.457,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Max Gruenberg",12,"D","white","male",0,"16",0,0.538510402,0,1,0.516,-0.523,14,"L",12,9,"AK",0,0.296,0,0,1,0,0,1.039,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,FALSE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0,0,0.434933849,0,-0.5695,0.786,-0.953,0.805,0,0,-0.5695,0,"AKL14","L",14,"#0072B2",2014
"David Guttenberg",12,"D","white","male",0,"4",0,0.455389457,0,0,0.516,-0.843,14,"L",2,6,"AK",0,0.296,0,0,1,0,0,1.359,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,FALSE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0,0,0.434933849,0,-0.5695,0.786,-0.953,0.805,0,0,-0.5695,0,"AKL14","L",14,"#0072B2",2014
"Michael Hawker",12,"R","white","male",0,"28",0,0.949641163,0,0,0.516,0.723,14,"L",4,3,"AK",0,0.296,1,1,0,0,0,0.207,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Bob Herron",6,"D","white","male",0,"38",0,0.957799767,0,0,0.516,0.317,14,"L",8,5,"AK",0,0.296,0,0,1,0,0,0.199,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,FALSE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0,0,0.434933849,0,-0.5695,0.786,-0.953,0.805,0,0,-0.5695,0,"AKL14","L",14,"#0072B2",2014
"Pete Higgins",2,"R","latino","male",0,"5",0,0.534361472,1,0,0.516,1.267,14,"L",12,6,"AK",0,0.296,1,1,0,1,0,0.751,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Lindsey Holmes",8,"R","white","female",0,"19",0,0.550111359,0,0,0.516,0.832,14,"L",10,9,"AK",0,0.296,0,1,0,0,1,0.316,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,FALSE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Shelley Hughes",1,"R","white","female",0,"11",1,0.95638051,0,0,0.516,0.417,14,"L",10,10,"AK",0,0.296,1,1,0,0,1,0.099,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Doug Isaacson",2,"R","white","male",0,"1",0,0.774322397,0,0,0.516,0.999,14,"L",17,11,"AK",0,0.296,1,1,0,0,0,0.483,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Craig Johnson",10,"R","white","male",0,"24",0,0.631630528,1,0,0.516,0.96,14,"L",2,7,"AK",0,0.296,1,1,0,0,0,0.444,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Andrew Josephson",2,"D","white","male",0,"17",0,0.57725519,0,0,0.516,-0.692,14,"L",1,8,"AK",0,0.296,0,0,1,0,0,1.208,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,FALSE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0,0,0.434933849,0,-0.5695,0.786,-0.953,0.805,0,0,-0.5695,0,"AKL14","L",14,"#0072B2",2014
"Scott Kawasaki",8,"D","asian","male",1,"1",0,0.511658031,0,0,0.516,-0.563,14,"L",4,7,"AK",0,0.296,0,0,1,1,0,1.079,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,FALSE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0,0,0.434933849,0,-0.5695,0.786,-0.953,0.805,0,0,-0.5695,0,"AKL14","L",14,"#0072B2",2014
"Wes Keller",8,"R","white","male",0,"10",0,0.954168108,1,0,0.516,0.844,14,"L",15,6,"AK",0,0.296,1,1,0,0,0,0.328,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Beth Kerttula",16,"D","white","female",0,"32",0,0.957071727,0,0,0.516,-1.057,14,"L",7,6,"AK",0,0.296,0,0,1,0,1,1.573,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,FALSE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0,0,0.434933849,0,-0.5695,0.786,-0.953,0.805,0,0,-0.5695,0,"AKL14","L",14,"#0072B2",2014
"Sam Kito",0,"D","asian","male",0,"32",1,0.5798709,0,0,0.516,-0.484,14,"L",5,11,"AK",0,0.296,0,0,1,1,0,1,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,FALSE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0,0,0.434933849,0,-0.5695,0.786,-0.953,0.805,0,0,-0.5695,0,"AKL14","L",14,"#0072B2",2014
"Jonathan Kreiss-Tomkins",2,"D","white","male",0,"35",0,0.501093294,0,0,0.516,-0.451,14,"L",6,9,"AK",0,0.296,0,0,1,0,0,0.967,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,FALSE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0,0,0.434933849,0,-0.5695,0.786,-0.953,0.805,0,0,-0.5695,0,"AKL14","L",14,"#0072B2",2014
"Gabrielle LeDoux",10,"R","white","female",0,"15",0,0.673100616,1,0,0.516,0.259,14,"L",9,14,"AK",0,0.296,1,1,0,0,1,0.257,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Robert Lynn",12,"R","white","male",1,"26",0,0.626587302,1,0,0.516,0.491,14,"L",6,9,"AK",0,0.296,1,1,0,0,0,0.025,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Charisse Millett",6,"R","native","female",0,"25",0,0.553592995,0,0,0.516,0.849,14,"L",21,12,"AK",0,0.296,1,1,0,1,1,0.333,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Cathy Munoz",6,"R","white","female",1,"34",0,0.967151823,0,0,0.516,0.29,14,"L",4,10,"AK",0,0.296,1,1,0,0,1,0.226,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Benjamin Nageak",2,"D","native","male",1,"40",0,0.959064327,1,0,0.516,0.338,14,"L",2,8,"AK",0,0.296,0,0,1,1,0,0.178,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,FALSE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0,0,0.434933849,0,-0.5695,0.786,-0.953,0.805,0,0,-0.5695,0,"AKL14","L",14,"#0072B2",2014
"Mark Neuman",10,"R","white","male",0,"8",0,0.799562805,0,0,0.516,1.009,14,"L",9,4,"AK",0,0.296,1,1,0,0,0,0.493,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Kurt Olson",10,"R","white","male",0,"30",0,0.966496835,1,0,0.516,0.84,14,"L",3,9,"AK",0,0.296,1,1,0,0,0,0.324,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Lance Pruitt",4,"R","white","male",0,"27",0,0.512504666,0,1,0.516,0.811,14,"L",5,7,"AK",0,0.296,1,1,0,0,0,0.295,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Lora Reinbold",2,"R","white","female",0,"14",0,0.725257407,0,0,0.516,1.02,14,"L",6,9,"AK",0,0.296,1,1,0,0,1,0.504,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
"Dan Saddler",4,"R","white","male",0,"13",0,0.965624353,1,0,0.516,0.884,14,"L",13,5,"AK",0,0.296,1,1,0,0,0,0.368,13,41,8,25,0.317073171,0.195121951,0.609756098,0.390243902,TRUE,"R",0.280695773,"ak",0.649260349,0.867802873,0,0.219512196,0.434933849,0.307079678,0.280695773,0.313245919,1,0.280695773,0,0,0,-0.5695,0.786,-0.953,0.805,0.786,0,0,0,"AKL14","L",14,"#D55E00",2014
